,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
162,2020-11-03,170.58963247860387,143.48844370332156,198.52878748334157,170.58963247860387,170.58963247860387,-0.8252909375599937,-0.8252909375599937,-0.8252909375599937,-0.8252909375599937,-0.8252909375599937,-0.8252909375599937,0.0,0.0,0.0,169.76434154104388
163,2020-11-04,171.43360292946812,141.71245247601314,199.63566013837948,171.43360292946812,171.43360292946812,-1.1796613845141812,-1.1796613845141812,-1.1796613845141812,-1.1796613845141812,-1.1796613845141812,-1.1796613845141812,0.0,0.0,0.0,170.25394154495393
164,2020-11-05,172.2775733803323,143.5389473145133,200.0029170556571,172.2775733803323,172.2775733803323,-1.294874905120625,-1.294874905120625,-1.294874905120625,-1.294874905120625,-1.294874905120625,-1.294874905120625,0.0,0.0,0.0,170.9826984752117
165,2020-11-06,173.12154383119653,140.5285608941983,197.24232326095722,173.12154383119653,173.12154383119653,-2.584083880926172,-2.584083880926172,-2.584083880926172,-2.584083880926172,-2.584083880926172,-2.584083880926172,0.0,0.0,0.0,170.53745995027037
166,2020-11-09,175.65345518378913,146.01985620428,202.41011384089177,175.65345518378913,175.65345518378913,-1.961986297705615,-1.961986297705615,-1.961986297705615,-1.961986297705615,-1.961986297705615,-1.961986297705615,0.0,0.0,0.0,173.69146888608353
167,2020-11-10,176.49742563465338,149.33663779985173,206.1063858784281,176.49742563465338,176.49742563465338,-0.8252909375666788,-0.8252909375666788,-0.8252909375666788,-0.8252909375666788,-0.8252909375666788,-0.8252909375666788,0.0,0.0,0.0,175.6721346970867
168,2020-11-11,177.3665321871505,148.14124275346163,204.95376437703786,177.3665321871505,177.3665321871505,-1.179661384514569,-1.179661384514569,-1.179661384514569,-1.179661384514569,-1.179661384514569,-1.179661384514569,0.0,0.0,0.0,176.18687080263595
169,2020-11-12,178.2356387396477,148.0019355115278,206.82924775254443,178.2356387396477,178.2356387396477,-1.2948749051202348,-1.2948749051202348,-1.2948749051202348,-1.2948749051202348,-1.2948749051202348,-1.2948749051202348,0.0,0.0,0.0,176.94076383452747
170,2020-11-13,179.10474529214488,150.56501500938302,205.3585036062077,179.10474529214488,179.10474529214488,-2.5840838809444047,-2.5840838809444047,-2.5840838809444047,-2.5840838809444047,-2.5840838809444047,-2.5840838809444047,0.0,0.0,0.0,176.52066141120048
171,2020-11-16,181.71206494963627,151.28351608853353,207.55546346562213,181.71206494963627,181.71206494963627,-1.9619862977033249,-1.9619862977033249,-1.9619862977033249,-1.9619862977033249,-1.9619862977033249,-1.9619862977033249,0.0,0.0,0.0,179.75007865193294
172,2020-11-17,182.58117150213346,153.1555538977208,212.12554196613866,182.58117150213346,182.58117150213346,-0.8252909375640822,-0.8252909375640822,-0.8252909375640822,-0.8252909375640822,-0.8252909375640822,-0.8252909375640822,0.0,0.0,0.0,181.75588056456937
173,2020-11-18,183.4502780546306,154.3273575177745,210.5487297187062,183.4502780546306,183.4502780546306,-1.1796613845135553,-1.1796613845135553,-1.1796613845135553,-1.1796613845135553,-1.1796613845135553,-1.1796613845135553,0.0,0.0,0.0,182.27061667011702
